img_id,caption0,caption1,caption2,caption3,caption4
141519,A person facing a tennis ball with a racquet.  ,a man holding a tennis racket in front of a court building.,A man standing outside a building and practicing tennis. ,A man playing tennis against a stone wall in front of a building.,A man in robes is holding a tennis racket
518351,A baseball player at the mound with the catcher and the umpire.,A shot of a baseball player just after making contact with the pitched ball.,The batter is hitting a baseball with his bat.,The batter swings at the ball in an exciting baseball moment.,A solid swing of the bat and the catcher will remain empty handed.
411857,A tennis racquet siting on top of a table.,A picture of a table and a weird item.,A close up of a metal contraption with strings.,A tennis racket made with metal strings in an office.,an image of a instrument that needs tuning
223442,A group of baseball players standing on top of a field.,A baseball game is being played on a green field.,A group of baseball players on a baseball field.,A baseball pitcher throwing a ball at the batter.,a base ball pitcher is throwing the ball to the hitter
75982,A tennis player on return swing with ball on the ground near net,A tennis player swinging at a ball on a court.,Two people are playing tennis on a tennis court.,A tennis player has just hit the ball to his opponent.,A pair of men play tennis on a worn outdoor court.
420054,A baseball player standing next to home plate.,A baseball player is up to bat on a bright green and dirt field.,A bird's eye view of a baseball game in progress.,A BASE BALL PLAYER IS HOLDING A BAT AT THE GAME ,A man holding a bat next to a catcher and umpire.
223451,A female tennis player hitting the ball on the court ,Female tennis player just whacked the ball with her tennis racquet,A women who is swinging a tennis racket.,A lady running and twisting to strike a tennis ball.,A woman tennis player hitting the ball from outside the court.
157920,a couple of men are standing in a grassy field,Adult men standing in large grassy field with baseball mitts in hand.,There are a lot if people that is waking on the grass,A group of men standing on top of a grassy field.,Three men are playing frisbee on green grass.
198880,A PIICTURE OF A MAN PLAYING TENNIS ,Guy lunging forward to hit the tennis ball that just passed his teammate ,Two men playing tennis together and holding racquets in their hands.,A man hits a tennis ball during a doubles match.,a man that has just hit a tennis ball on the court
215273,A man holding a tennis racquet on top of a tennis court.,A tennis player is getting ready to hit the tennis ball.,a man is standing with a ball and tennis racket,Man holding a tennis ball getting ready to serve.,a man playing tennis beginning to serve the ball. 
239849,a woman with a tennis racket getting ready to hit the ball,A young woman plays tennis on a clay court.,A woman holding a tennis racket on the court.,A woman playing tennis on clay on a cool day,A woman that is on a clay surface court and swinging a tennis racket towards a tennis ball that is in the air.
256236,A sexy young lady swinging a tennis racquet on a  tennis court.,There is a woman playing tennis in a tennis skirt in front of a building.,A lady tennis player is in mid air to return the ball.,A young lady leaps while playing a game of tennis at a court in town.,A girl playing tennis on a tennis court
289012,Two men that are standing in the sand.,a man in the beach playing football with earphones on,A man plays by kicking a ball along the shoreline. ,THERE IS A MAN THAT IS PLAYING SOCCER ON THE BEACH ,A man wearing short shorts on top of  a beach.
338164,A blue hard surface tennis court with a male tennis player at the service line with a racket and ball.,A man in white shirt and grey shorts playing tennis.,A man holds a tennis racket at the end of a tennis court.,a tennis player  on a court with a ball and racket,A man is holding a tennis racket and is standing at a tennis court and across from him is a crowd of people watching.
157942,Small child holding a baseball bat with a red helmet swinging a ball. ,A young boy is about to take his best swing. ,A youngster swinging a bat attempting to hit a ball.,Little kid taking a swing at the incoming ball during baseball game.,A young girl swinging a bat at a ball.
559350,a woman in a skirt is holding a tennis racket,A woman standing on a court with a tennis racket.,A professional female tennis player wearing a blue skirt.,a tennis player with a racket and a ball,A woman in a skirt is standing next to a wall.
223477,A black and brown bear walking along snow covered ground.,THERE IS A BLACK BEAR THAT S WALKING IN TEH DEN ,A small black bear with a light colored ring around it's right eye.,A strangely colored bear is walking a small path between patches of snow.,A bear that is standing in the dirt near the snow.
338173,Tennis player with tennis racket hitting the tennis ball.,A man with a racket goes to hit a ball.,a male tennis player in a black shirt is playing tennis,A man walking across a tennis court holding a racquet.,A ma playing tennis in a tennis game. 
493822,A man playing softball waiting for a pitch.,A man at the baseball field with a bat.  ,A young man just about to swing at a ball that was pitched to him.,A young man at home plate getting ready to hit a ball on a baseball field in the city.,A group of softball players watching the ball in mid air
510211,A man on a tennis court swinging a racket. ,Man playing tennis outside returning a hit backhand.,A man on a tennis court holding a tennis racket near a ball.,A man hitting a ball with a tennis racquet on a court.,A guy returns the ball in this tennis game.
477451,A young baseball has caught the baseball with the glove,A young baseball player wearing glasses with a ball in his glove.,A person that is playing in a baseball game.,A young boy catching a ground ball in a ball park.,A young boy playing baseball catching a ball in the outfield.
190732,A couple of young men kicking a soccer ball.,A man is playing soccer near a referee.,Two men vigorously compete over a soccer ball.,two soccer players fighting over a soccer ball.,The two soccer players are trying to kick the ball.
354575,a man holding his arm up as he gets ready to serve a tennis ball ,a man standing on a tennis court holding a ball and a tennis racket,A male tennis player engaged in the act of serving.,Split photo of man preparing to serve tennis ball.,A young man holding a tennis racquet and tennis ball on a tennis court.
18704,A man with a baseball glove that is standing in the dirt.,A male baseball pitcher on the pitchers mound throwing a baseball.,A pitcher on the mound prepares to throw the ball during a baseball game.,A person throwing a ball on a field.,A baseball player pitches the ball to the catcher.
444692,A woman sitting in stands holding a blue ball and wearing sportswear.,A female soccer player sits in the bleachers holding her ball.,A woman is sitting on bleachers with a blue ball.,A woman sitting on the bleachers holding a ball ,A young woman sitting on the bleachers with a ball
387349,A man swinging a tennis racquet at a tennis ball.,A black tennis player swinging the racket towards the ball.,A guy hitting a tennis ball on a court.,A person is preparing to hit a ball witha  tennis racquet,a woman is hitting a ball on a tennis court
125218,a number of people on a baseball field ,A man holding a ball on a mound of a baseball field.,A pitcher is about to throw the ball as the girl on first base watches.,THIS IS A GROUP OF PEOPLE PLAYING SOFTBALL TOGETHER,A group of baseball players standing on top of a field.
338214,a group of people wearing hats and holding surf boards,Several people are standing some of them holding surfboards.,A small group of people playing a sport,Two women hold surfboards a man and a woman wear grass hats and float rings.,A group of people dressed in beach attire with several holding suf boards.
346407,Three boys are playing soccer underneath a bridge.,Three children are playing soccer beneath a tall bridge.,A group of children playing a game of soccer.,Kids don't notice the ugliness of their surroundings when they're playing football.,Three young children playing with a ball in front of a huge bridge.
174375,A professional tennis player serving on a clay court ,A tennis player on a clay court serving a tennis ball in front of a crowd of people in the stands.,A man holding a tennis racquet on a tennis court.,a man is getting ready to serve a tennis ball,A man on a clay court serving a tennis ball.
280876,A young woman in a short skirt holding a tennis racquet.,Professional tennis player about to slam the ball,a female in a white top is playing tennis,a woman jumping up to reach a tennis ball with her racket ,A tennis player holds up a racket by a tennis ball on a tennis court.
452912,A baseball team looking at one man as he holds up a bat.,A baseball played is checking out his new wooden bat.,Several people on a baseball team in the locker room.,old photo of a baseball team in uniform,Men standing around in baseball uniforms holding a bat.
117040,A adult hitting a tennis ball during a tennis match. ,Female tennis player in action with racket in the air.,The woman is hitting a tennis ball with her racquet.,Female tennis player swinging on a clay court.,a lady that is on some kind of clay tennis court
149812,A young man swinging a tennis racquet at a ball.,A tennis player getting ready to hit a tennis ball.,A male tennis player jumping and swinging his tennis racket.,The man is playing a game of tennis on the court. ,a man that is standing up with a racket
84276,The tennis player in black trunks is swinging at the approaching tennis ball.,A man playing tennis on a hot day,A man is playing tennis on a run down court.  ,A tennis player lunges and swings his racket through to meet a volley.,a man is swinging a tennis racket on a court
174391,A young man taking a swing at a  tennis ball,an image of a tennis player with a racket on the court,Boy in purple shirt and white shorts playing tennis.,A boy swings a tennis racket at a tennis ball.,A tennis player and a ball on a court that is surrounded by a fence. 
485689,A baseball player is hitting the ball with his bat.,The professional baseball batter is swinging at a ball near the bat. ,A baseball player hitting a ball at a game.,A baseball player swings at a pitch with the catcher behind him.,A man is swinging a bat at a ball while the catcher crouches behind him
321849,A girl on a green and blue tennis court has her racquet raised.,A woman swinging at a tennis ball on the court.,A female tennis player preparing to hit a ball,A woman swinging her tennis racket on a tennis court.,A woman on a tennis court holding a racket.
264511,A man in white shirt and black shorts playing tennis.,The tennis player is midair in a strange position and posture.,A man leaping into the air and swinging a tennis racket.,Man wearing white shirt with yellow strip and black shorts playing tennis,A jumping up into the air to hit a tennis ball.
231748,THERE IS A MAN THAT IS PLAYING TENNIS ,A man holding a tennis racquet on top of a tennis court.,A tennis player is serving the ball at a match.,A tennis player reaching to hit a ball with a racket.,A tennis player jumps and stretches to return a tennis ball.
567630,A couple of girls with tennis rackets in a room.,A couple of girls holding tennis racquets and a ball.,Two young girls standing next to each other with racquets.,The two girls are getting ready to play tennis.,Two girlw holding tennis rackets in a room
108879,A man rns and swings his arms to prepare to hit a tennis ball with a racket.,A man swinging a racket at a tennis ball during a match. ,A young man holding a tennis racquet near a ball.,A tennis player getting ready to hit the ball back ,a man running up as he gets ready to hit the tennis ball with his racket
346450,A person in the water with a Frisbee.,An older man wearing boxers while standing in a lake.,an old guy playing frisbee in the water,An old man standing in a lake and throwing a frisbee.,A older shirtless man standing in the water
575826,a tennis player tenses his body as he gets ready to swing at an approaching tennis ball,The man is on the tennis court playing a game of tennis.,A tennis player holds his racquet aloft on the court.,A person with a tennis racket on a court.,A man is playing tennis outside on a tennis court.
215380,a group of guys playing baseball out side ,A guy makes a funny face as he tosses a ball during a baseball game,Action shot during a friendly baseball game during the day,A young man throwing a ball with man watching.,A man is winding up to throw a baseball.
248150,A young man is about to strike a tennis ball.,A young man playing tennis wearing a patriotic hat,a man is on the tennis court playing tennis,A man about to hit the incoming tennis ball. ,A man is playing a game of tennis.
272735,A young boy standing on a tennis court holding  a racquet.,a boy holding up a tennis racket on a tennis court  ,A young child is practicing tennis game on a cloudy day. ,A Boy is holding a tennis racket outside,A little boy holding a racquet playing tennis. 
141668,A group of young men standing on top of a tennis court.,A group of boys next to a man on a tennis court.,Five tennis players are getting their picture taken with their coach.,FIVE BOYS AND ONE MAN STANDING ON A TENNIS COURT,there are tennis player and their couch on the tennis court 
182634,A baseball player at bat swinging at a pitch in a baseball game.,A baseball player swinging a bat over a base on a baseball field.,A baseball player swinging a bat during a game. ,a man trying to hit a ball that is close to the ground ,The batter is about to hit the ball during a baseball game.
223595,there is a young boy that has hit the baseball,A boy swinging a bat at a ball in a blow up batting cage.,A small child swinging a bat at a ball.,A young child is wearing a helmet attempting to hit a softball.,a little kid is swinging a bat in the grass
100722,A glove that has a ball inside of it.,The yellow and black baseball glove has a ball inside of it. ,a baseball sitting in a mitt that is laying on a glass counter ,A signed baseball glove with a base ball in it.,a baseball sits inside of a baseball glove 
403826,A baseball player is throwing a baseball outside.,A baseball player having just released a throw,A man with a glove that is throwing a ball.,there is a male baseball pitcher throwing the ball,A teenaged boy in a baseball uniform throws a pitch.
469363,Two women holding a book at the tennis court.,Two tennis players reviewing paperwork on the court,a couple of women standing next to a tennis court,Two women hold tennis rackets while standing on the grass near a tennis court.,Two older women looking at a piece of paper.
207223,A group of basketball players on court during a game,Basketball players in the process of making and defending a basket during a basketball game in an arena.,A group of basketball players in the court as crowd looks,Some men playing basketball with some fans watching ,A group of men playing basketball against each other.
35211,A girl holding a tennis racket is sitting on a chair with a dog.  ,Girl with tennis racket sitting in a chair with a dog.,Young girl with racket with dog on lap,A young child holding a racquet sits in a chair with a dog.,A little girl sitting on top of a chair.
2445,A baseball player swinging a baseball bat over home plate.,Baseball player preparing to swing his bat at the plate. ,A baseball game in progress with the pitch in the middle of a swing.,A batter swings at the ball as the catcher and umpire watch.,A person that is swinging a bat in a baseball game.
141710,some kids looking up while  playing tennis ,Several people are playing tennis on a cloudy day.,Several people engaged in a match on an asphalt tennis court.,a group of young boys are gathered together playing tennis,People standing on a tennis court holding tennis rackets. 
2446,a young boy in a soccer uniform kicking a ball,A little boy kicking a soccer ball on a soccer field.,A young boy kicking a soccer ball on a green field.,A boy putting his leg back to kick a soccer ball.,A boy in a soccer game about to kick the ball
477585,The batter prepares to swing at a pitch during a baseball game in a crowded stadium.,crown watching baseball game in progress players in motion,a pitcher in the middle of his windup preparing to throw to a hitter.,Many professional baseball players watch as the pitcher starts to pitch the ball. ,Baseball players and red and white uniforms with a crowd watching. 
362898,A man jumping though the air on a tennis court.,A soccer goaltender dives for and misses a ball.,Two identical photos of a goalie jumping toward a soccer ball.,A man jumping to catch a ball in front of a goal.,A soccer goalkeeper jumps and reaches to deflect a ball. 
272790,A baseball player that has just hit the baseball to outfield.,A baseball batter recoiling after hitting a baseball.,A baseball player swinging a bat at home base.,A baseball player hits a ball while other watch.,a man is swinging a bat at a baseball game
387480,Player at home plate preparing to swing at ball during game.,a baseball player about to hit a baseball,The pitcher threw the baseball to the person batting. ,A baseball player holding a bat next to home plate.,A pitcher delivers a pitch to a right handed baseball batter
35228,A man on home plate hitting a baseball.,A baseball player swinging a bat at a baseball game.,A man in a baseball uniform hitting a ball.,A professional baseball player standing on the base,a baseball player swings his bat at a baseball 
149916,A baseball player is running to the field,A baseball player catching a ball with a catchers mitt.,Individuals are up and doing something fun today. ,a man waiting to a catch the baseball as another man runs towards him,A black and white photo of a baseball game with a runner.
485789,A picture of a person brushing her teeth.,The girl is brushing her teeth and laughing at the same time.,A beautiful young woman holding a pink tooth brush in her mouth.,A young woman posing while brushing her teeth.,A girl making a finger gun while brushing her teeth. 
567713,a group of girls running towards a soccer ball ,a group of young people playing soccer on a field,A group of people that are on a soccer field.,Some girls on a soccer field playing soccer,2 teams of girls playing soccer against each other
559522,A tennis player leans into a back hand shot.,A woman taking a swing at a tennis ball,A tennis player kneels in to hit the ball.,A woman in mid swing with a tennis racket.,a lady tennis player about to hit the ball
567717,A black and white photo of a baseball player holding a bat during a game.,A baseball player is getting ready to hit a ball.,The men are playing baseball in the yard.,A group of men play a game of baseball together.,A black and white image of a baseball game.
166310,A woman hitting a tennis ball with a racquet.,a person serves a tennis ball with a racket,a young boy playing tennis in a tennis court with a yellow tennis ball,The girl is stretching to reach the tennis ball with her racket.,A female tennis player reaching high to return a ball.
43431,A shot taken during a Tennis game in front of a large crowd. ,People are playing on a blue tennis court.,A tennis player walking off a tennis court,The tennis players pause the action as a crowd looks on.,Group of men standing on a tennis court with crowd watching. 
428457,A group of men playing a game of baseball.,Group of players in a baseball game with an onlooking crowd.,a baseball player swinging a baseball bat at a ball,A pitch is being swung at in the middle of a baseball game.,A baseball game is being played before a crowd.
453037,a batter swinging the bat after hitting the ball,A person with a baseball bat in the middle of a swing.,Person in red shirt having bat the ball in the air.,A baseball player just hit the ball and about to run. ,baseball player swinging metal bat at home plate.
543155,A man in blue shirt and white shorts playing tennis.,A man on a tennis court hitting a ball with a racket while people watch from the sidelines.,A tennis player is swinging his racket at a ball.,A male tennis player returning the ball to his opponent,A tennis player is getting ready to hit a ball.
559553,Two picture of a girl's soccer team. ,A photo of a girl kicking a soccer ball to another girl beside another copy of the same photo.,Two shots of a girl kicking a soccer ball.,The double image shows a girl kicking a soccer ball.,Two pictures of women practicing kicking a soccer ball.
502212,A woman holding a tennis racquet as a tennis ball approaches her.,A woman playing tennis pulling back the racket to hit the ball.,there is a female tennis player playing in a match,A tennis player in a white dress holds a white racket while a ball is in the air nearby.,a woman about to hit a tennis ball with a tennis racket on a court
485829,A woman serving the tennis ball on a tennis court.,A women throwing up a ball to hit it with a tennis racket .,a tennis player in blue shorts gets ready to hit a tennis ball,A female tennis player is about to make a pitch. ,A girl serves a tennis ball on the court.
84422,The image of a tennis player is manipulated with a man's head.,a mans head posted on a femaales body playing tennis,A man wearing a yellow tennis dress playing tennis,A photoshopped player of a tennis player trying to hit the ball. ,A female tennis players picture that has been photo shopped.
371143,A boy practicing his baseball swing in a batting cage ,A person in batting stance at a batting cage.,A shot of a young man enjoying some batting practice. ,A youth readies and practices his pitch in the batting cage.,The view from behind a catchers mask at a baseball game.
321991,A tennis player taking a swing at a ball,A man holding a tennis racquet on a tennis court.,A tennis player about to serve on an outdoor tennis court.,Tennis player in process of serving the ball.,A tennis player on the court with a few fans in the stands.
297417,Man playing tennis swinging racket at ball with people watching.,A person on a court with a tennis racket.,a male tennis player in a blue shirt playing tennis,The man is swinging his racket at a tennis ball.,A man on a tennis court hitting a ball with a racquet.
403915,A softball player steps toward a thrown ball.,A man on a field is holding a baseball bat.,A baseball player holding a bat as a ball is coming to him ,A man hitting a toy baseball with a bat on a field.,a man with an oversize bat walking towars a baseball in the air 
133580,A young boy holding a baseball bat near a batting cage.,a man and a boy playing baseball on the field,a man is pitching a ball to a kid,Small child holding a baseball bat with man throwing ball. ,A man pitching a ball to a child holding a baseball bat.
10701,A pitcher at a baseball game who is in mid pitch.,A baseball pitcher winds up to pitch the ball.,A pitcher throwing a ball during a baseball game.,A pitcher is getting ready to pitch during a baseball game.,A baseball pitcher in the middle of a pitch.
551372,Base ball batter waiting for ball while umpire holds in glove out.,A batter hits a baseball towards first base. ,a baseball player swinging a baseball bat ,A man playing baseball swinging at a ball.,A person with the name of Gomez at bat in a baseball game in a stadium filled with fans.
494032,A woman taking a swing at a tennis ball,an image of a woman with a tennis racket,A tennis player is trying hard to get the racket to the ball.,A woman in a white dress playing a game of tennis.,A woman hitting a tennis ball in front of a fence.
92627,The woman in the yellow jersey is swinging a baseball bat.,Person holding  a baseball bat about to swing in front of a fence.,Woman playing baseball about to hit the ball ,A women who is swinging a baseball bat.,A woman with gloves on with a baseball bat in her hands.
354771,A woman is up to bat at a softball game.,A girl is about to hit a softball.,A person with a bat stands to hit a ball.,A softball player swinging at a pitch. ,a baseball player swinging a bat at a ball
371157,A table with scissors a wallet sunglasses a gun and headphones on it. ,A desk with many items on it such as a book pens and a Nerf gun.,Various items such as sunglasses keys and batteries on a table,Office supplies on a white counter including a nerf gun and headphones.,The table is littered with a number of typical office items.
215511,service man in uniform throwing a ball on a baseball field,A man in a uniform winds up to throw a ball.,a navy officer throwing the first pitch at a baseball game,a man in a white military uniform standing on a pitchers mound throwing a baseball.,a man in a marines uniform throwing a baseball on a baseball field.
395742,Two girls playing soccer while the rest of the team watches.,The cover of a media guide depicts female soccer players. ,Two female soccer players going against each other. ,a couple of girls are playing a soccer game,Two women in different teams running for a soccer ball during a game.
59874,A small child sitting on his knees on a bench outside of a house.,A naked baby is on a bench in a backyard.,A baby in his diaper on the back porch.,A child is kneeling on a bench in a backyard.,A small child is outside and enjoying the fresh air. 
223718,A man that is in the dirt with a bat.,Some men playing baseball in an outside field.,View of a baseball game from behind home plate.,a few little boys play basebal in a little league,A baseball field filled with players and an umpire.
461286,A tennis player wears pink blue and white and holds her tennis racket.,a woman standing and getting ready to hit a tennis ball ,A woman holding her tennis racket in her hand. ,The tennis player wearing a colorful shirt prepares for a serve.,Woman is holding a tennis racket and ball.
174574,Two people playing tennis together on a court.,Woman serving the ball during a personal tennis game.,The two women are paired up to play a tennis match together.  ,Two women playing tennis with action shot of serve.,two women playing tennis on a tennis court
567793,A group of people standing on top of  a beach.,People standing on a beach watching a kite.,Children at the beach are flying a kite,A group of children are playing with a kite outside on a beach.,A young boy looks on at a man flying a kite and other beach goers.
166386,an umpire standing behind the catcher standing behind the batter ,A group of people that are standing in the dirt near a base.,A baseball player holding a bat on top of a field.,a man with a bat swings at a baseball ,A player in action at bat in a baseball game.
18930,A football player wearing a uniform on a football field.,A man in a red jersey is playing football.,A football player in red and white carrying a football.,A football player tries to break a tackle while running.,a football player carries the ball through some defenders 
207349,A couple of boys playing tennis with racquets and a ball.,Two men on a tennis court holding rackets.,TWO KIDS ON A COURT PLAYING TENNIS TOGETHER.,Two young men are playing a game of tennis at the court.,two guys playing some tennis on part of the court 
264695,Dog chasing ball on the sand by a seashore.,A dog playing with a ball at the beach.,A dog chasing a blue ball on the beach ,A dog at the beach chasing a ball into the surf,A dog chasing a ball on the beach.
2560,A tennis player getting ready to serve the ball.,A woman taking a swing at a tennis ball,A girl dressed all in orange hitting a tennis ball.,A woman swinging a tennis racquet at a tennis ball.,Young woman in orange dress about to serve in tennis game on blue court with green sides.
100865,A couple of men standing on top of a blue tennis court.,Two men playing a game of tennis on a court.,a man is standing out on a tennis court,Two men playing tennis on a blue court. ,Two tennis players are playing tennis as onlookers watch them play. 
338439,A young man is running to hit a tennis ball.,A young tennis player hits a tennis ball.,A man playing tennis sets up a backhand shot,There is a guy playing tennis on a court.,a man that has a tennis racket on a court
182793,Two women have their rackets ready to play tennis.,Two shots of a woman playing tennis in different outfits.,Two photos are shown of a woman hitting a tennis ball.,Cute pictures of two people playing tennis together.,Two pictures of the same woman playing tennis.
174605,A man hitting a tennis ball backhanded with a racket.,A man is on a tennis court hitting the ball with his racquet. ,A man playing tennis at the tennis courts.,A man walking across a tennis court holding a racquet.,An older man is playing tennis on the tennis court.
2575,A woman standing on a tennis court holding a racquet.,A woman playing tennis on a tennis court.,A female tennis player hitting the ball with her racket.,A female professional tennis player returning a ball.,A woman hitting a tennis ball on the court. 
330256,A man hugging a football player on a field.,this is two men hugging on a football field,A man giving another man in a football jersey a hug,A fan hugging a football player on the field.,A man in T-shirt and shorts hugs a uniformed football player on the field.
281105,People on and walking near a tennis court with a lady taking a swing of her racket.,A group of young people playing tennis in a fenced in tennis court.,a woman about to return a ball for her oppenent to play,A young girl hits a tennis ball with a tennis racket on a tennis court.,Ladies on a court holding rackets and tennis balls.
567827,A baseball player pitching a ball on top of a field.,A baseball player pitches the ball towards home plate.,A man that is standing on a baseball field.,there is a male baseball player about to throw the ball,A man in a a baseball uniform is pitching a ball
166420,A lady is watching the male tennis player. ,A man with a tennis racquet that is on a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man playing tennis swinging at a ball,Athlete returning volley during sanctioned tennis match with referee looking on.
526867,A man squatting and holding a basketball  by one hand.,Man squatting down on a paved surface with his right hand on top of a basketball,A man is resting with a basketball on a court,A man is squatting with a basketball in his hand.,A man is outside crouching by a basketball.
125464,A group of men standing on a sandy beach.,People are on the beach playing with a soccer ball.,A group of guys playing ball at the beach.,Group of young men on a beach kicking around a soccer ball. ,Men playing with soccer ball on sandy beach.
444953,A person is hitting a tennis ball with a racket.,Two men playing tennis on a court while people watch from the side lines and the stands.,Men playing tennis on a blue and green tennis court.,Professional tennis players paired up during major tournament.,Two men on the same team playing tennis. 
363037,A woman hitting a tennis ball with a tennis racquet.,TENNIS PLAYER ON TENNIS COURT RETURNING THE BALL.,A tennis player swings her racket at the ball.,a tennis player that just swong at a tennis ball,A woman hitting a tennis ball with a racquet.
354846,Five men stand around together on a tennis court,5 PEOPLE HOLDING TENNIS RACKETS ON A TENNIS COURT,Smiling indoor tennis players and their racquets with a football,Five tennis players posing on a tennis court with rackets and balls.,Five tennis players stand at the side of the court for a photo. 
444958,Two young boys holding tennis racquets on a tennis court.,Two young boys play tennis on an indoor court.,Two kids on a tennis court playing tennis,Two children play tennis on a court with rackets.,two small children holding tennis rackets near each other
494113,a young boy is throwing a ball up and getting ready,Little boy about to hit a tennis ball with his racket ,A young man prepares to hit a tennis ball.,A young teenage boy in the middle of serving a tennis ball.,a tennis player getting ready to hit a serve
59943,The dog is trying to bite at an old ball.,A three legged dog playing with a worn ball.,A dog with three legs plays with a beat up soccer ball.,a dog outside playing with a ball in the grass,Dog playing with a chewed up ball outside.
551466,A couple hugging on a tennis court while a boy walks by with a ball in hand.,Two people hug while a ball boy grabs the tennis ball. ,Two men exchange a hug as a boy walks away.,A young boy in an orange shirt behind two tennis players embracing,A couple of people that are playing in a tennis game.
379434,A man in a house with a frisbee in his hand.,Man looks on while another man holds up a frisbee indoors. ,A man holding a Frisbee next to a fireplace in a living room.,Guys playing game with lots of beer and snacks on the coffee table,Young boys in a living room have a coffee table full of red cups.
338478,A baseball pitcher is readying his pitch in a practice area.,A pitcher in a bullpen practicing throwing a baseball.,A baseball player pitches on a dirt floor.,A man in a baseball uniform throwing a ball.,A baseball player about to throw a ball.
420398,This little girl is playing with a ball and bat,A girl plays in the driveway with a toy bat and ball.,A little girl in a blue jacket getting ready to hit a ball with her little pink bat.,A girl with a toy base bat and ball in her front yard,Young girl holding a ball and a small toy bat.
412208,A baseball pitcher pitching a baseball on a baseball field.,Number 18 base ball player throwing a pitch ,A man begins to pitch a ball on the field.,A pitcher throwing a baseball from pitcher's mound.,A man on a team pitching a baseball.
469559,Two friends having fun playing a game of tennis.,A tennis player swings at an oncoming ball.,A pair of men playing doubles tennis on a court.,two people playing tennis game in the field,Tow tennis players playing double and one is watching the other with his back hand ready to hit the ball.
404024,A close up of a tennis ball on the court with tennis players in the background.,People holding tennis racquets and tennis balls on the ground.,Two male tennis players standing ready with a tennis ball in the foreground.,a young person playing tennis near a building,A tennis ball on the ground with two tennis players in the background.
92731,Several people are riding elephants in a park.,people standing around other people mounting elephants. ,Families are getting ready to take rides on separate elephants. ,people riding on the backs of elephants with a sky background,A picture of some people and some animals.
231997,A baseball player is attempting to bunt the ball,A man holding a bat getting ready to hit a ball.,A baseball player attempted to take a bunt. ,A man is hitting a baseball with a bat,A baseball player about to bunt a baseball.
289342,Two young boys playing a game of catch on a dirty field.,Small child in yellow baseball uniform reaches down for a ball. ,Two small children playing catch with a baseball,an image of two little kids playing baseball,Two small children playing ball on a field.
10817,A baseball player is hitting the ball with his bat. ,A baseball player swinging at a ball in front of a catcher and umpire.,A baseball player swinging a bat at a ball during a baseball game.,A baseball player is about to hit a ball with the bat.,A baseball player swings at a ball in flight as a catcher and umpire look on.
338501,A baseball player pitching a ball on a field.,A baseball player getting ready to throw the ball.,A baseball player is getting ready to pitch a ball.,A man on a field throwing a baseball.,A baseball pitcher on the mound with a baseball in hand.
92746,A man swinging a baseball bat at a ball.,A guy swings his baseball bat and hits a ball in the fild,A man swinging to bunt a ball while a couple people watch and the catcher gets ready to catch in case he misses.,The ball player has just hit the baseball.,A man batting during a baseball game preparing to hit the ball.
76364,An older man catching a baseball on a baseball field.,A man catching a ball being thrown to  him,One man throws a ball to another posed to catch it.,an image of man and child playing baseball,Two older men throwing a ball on a baseball diamond.
182861,A small child wearing a glove throws the baseball.,a young boy throwing a baseball while standing in a pair of oversized shoes,A little boy in a front yard has a softball.,A young boy standing on a green lawn with a catchers mitt and a ball.,A boy with a glove throwing a baseball on a field.
166481,A professional tennis player leaping for the ball,A male tennis player with a blue hat at the baseline swinging a tennis racquet.,A man holding a tennis racquet on a  tennis court.,a man gets ready to hit a tennis ball,A man on a tennis court with a tennis racket.
338515,A beautiful woman hitting a tennis ball with a racquet.,a tennis player swinging a racket at a ball,a girl is playing tennis on a court,The woman in white shorts hits a tennis ball with her racket. ,A woman in a blue shirt about to hit a tennis ball.
477782,A young man taking a swing at a baseball,A boy swinging to a ball with a baseball bat on a baseball field,A young child swings a baseball bat at a baseball.,a child hitting a baseball with a baseball bat.,A young boy swinging a baseball bat during a game.
346712,A crowd of individuals are gathering up and doing something.,Young boys player soccer on grassy field with onlookers.,A soccer goalie watches as two opponents battle for possession,Young kids playing soccer while supervised by adults.,Two children fight for control of the ball in a soccer match
576089,A group of people playing a game of tennis.,A group of people on a court playing tennis.,A couple of young boys engage in a tennis match.,Some tennis players in action on the courts.,Three people play a game of tennis on a tennis court.
363102,A tennis player in mid swing on the tennis court.,a female tennis player in a white top is playing tennis,A female tennis player hits the tennis ball.,A beautiful blond woman swinging a tennis racquet at a tennis ball.,A woman leaping in the air holding a tennis racket in both hands with a tennis ball in the air near it and a tennis net in front of her.
240225,A girl raring back at a soccer ball on a field.,Two children in grassy field playing with soccer balls.,A couple of young children kicking around a soccer ball.,A couple of kids standing in a grass field.,Two children playing with soccer balls in a field.
141923,There are two kids and one man playing with a ball.,A group of people kicking around a ball on a field.,Three people are playing ball in the park.,A dad players soccer with his two sons,A group of people on a field with a soccer ball.
330341,A baseball player swinging at a pitched ball while the opposing team watches.,A man holding a baseball bat on a field.,A baseball player at home plate who has just swung at the ball,A hitter swinging at a ball during a baseball game.,A baseball hitter tries to make contact with the baseball. 
371302,A woman in athletic clothes holding a tennis racket.,Female tennis player posing for picture with racket,A woman in red shirt and white shorts holding a tennis racket.,A woman wearing short shorts while holding a tennis racquet.,a female standing with feet apart and holding a tennis racket
